2020년 대학생 온라인 교육기부 동아리 모집,"대외활동/서포터즈, 봉사활동",,교육부/한국과학창의재단,2020-06-10 ~ 2020-07-05,다양한 혜택,https://survey.kofac.re.kr/apply/baseInfo.do?id=703,"2020년 대학생 온라인 교육기부 동아리 모집교육부와 한국과학창의재단은 코로나19 등 비대면 교육 수요 증가에 따른 온오프라인 융합 수업 기반 구축을 위하여 「2020년 대학생 온라인 교육기부 동아리」사업을 시범적으로 추진합니다. 많은 관심과 참여바랍니다.■ 대 상- 재학·휴학 중인 대학생으로 구성된 동아리 총 30여 개* 동아리는 10인 이내로 구성■ 내 용:  초등학생 대상 온라인 교육기부 콘텐츠 제공 및 사후활동 지원① (온라인 영상콘텐츠) 초등 교육과정과 대학생의 전공분야를 연계하여 교과서 속 개념들을 흥미로운 영상콘텐츠로 2종 이내 제작② (활동키트) 영상 콘텐츠 이해에 도움이 되거나 영상 속 활동을 실제로 따라 해볼 수 있는 교육자료 제작③ (사후활동 지원) 수혜학생들과의 질의응답이 적시 이루어질 수 있도록 다양한 웹 매체를 활용하여, 온라인 멘토링 3회 이상 진행 ■ 지원사항 - 교육기부 영상 선정 시, 공모상금(30만원) 및 교육기부 활동지원금(60만원) 지급- 사회봉사활동 시간 지급(온라인 교육기부 준비 및 멘토링 시간)■ 접수기간- 2020.6.9.(화) ~ 2020.7.5.(일) 24:00* (심사 및 매칭) 2020. 07. 06.(월) ~ 07. 10.(금) 중■ 제출서류- 신청서 1부(영상콘텐츠 링크 포함)  ■ 문의사항- 전화 : 010-3014-9156- 이메일 : e.teachforkorea@gmail.com * 운영시간 09:00 ~ 18:00",https://www.wevity.com/upload/contest/20200611170835_639d07bf.jpg,2020년 대
2020코리아드라마페스티벌 코드폐인(자원활동가) 모집,"대외활동/서포터즈, 봉사활동",,(사)코리아드라마페스티벌조직위원회,2020-05-20 ~ 2020-07-07,다양한 혜택,http://www.kdfo.org/bbs/board.php?bo_table=notice&wr_id=137,"2020 코리아 드라마 페스티벌 코드폐인(자원활동가) 모집당신의 일상이 드라마가 되는 짜릿한 경험, 함께해요!2020년 5월 20일부터 7월 6일까지 모집합니다~1. 2020코리아드라마페스티벌 코드폐인 모집- 모집기간 : 2020.05.25(월) ~ 07.06(월) - 지원방법 : 홈페이지의 코드폐인 메뉴를 통해 온라인지원- 선발방법 : 1차 서류심사, 2차 면접심사- 활동혜택 : 유니폼, 수료증, 봉사실적 인증, 식사 지원 등- 지원문의 : sjm@kdfo.org2. 2020코리아드라마페스티벌 코드폐인 팀장 모집- 모집기간 : 2020.05.20(수) ~ 06.29(월) - 지원방법 : 홈페이지의 코드폐인 메뉴를 통해 온라인지원 (www.kdfo.org)- 담당업무 ① 기획팀장 1명 : 기획 업무참여 및 팀원 운영, 관리 등 ② 총무팀장 1명 : 초청 업무참여 및 팀원 운영, 관리 등 ③ 홍보팀장 1명 : 홍보 업무참여 및 팀원 운영, 관리 등 ④ 수상안전팀장 1명 : 수상다리 업무참여 및 팀원 운영, 관리 등 ※ 자세한 사항은 홈페이지에서 코드폐인 메뉴의 모집부분을 참고하시기 바랍니다.- 지원자격 * 본 활동에 앞서, 함께 준비 및 활동이 가능하신 분 * 축제 전 기간 동안 활동이 가능하신 분 (10.1 ~ 11) * 리더십 있고 성실하며 친화력이 강하신 분- 모집전형 : 1차 서류심사, 2차 면접심사- 지원혜택 : 유니폼, 팀장활동 인증서, 봉사시간 인증, 식사제공, 팀장활동비 지원 등- 지원문의 : sjm@kdfo.org",https://www.wevity.com/upload/contest/20200604164137_031efa0d.jpg,2020코리아
제20회 서울국제대안영상페스티벌 (NeMaF2020) 관객구애단,"대외활동/서포터즈, 봉사활동",,대안영상문화발전소 아이공,2020-06-02 ~ 2020-07-17,다양한 혜택,http://www.nemaf.net/bbs_shop/read.htm?board_code=sub6_1&idx=95987&cate_sub_idx=0,"제20회 서울국제대안영상페스티벌 (NeMaF2020) 관객구애단 모집영화제와 전시제를 아우르는 한국 유일의 대안영화 탈장르 미디어아트의 축제서울국제뉴미디어영화제가 20회를 맞이하여 관객구애단(관객심사단)을 모집합니다.오는 8월 20일부터 28일까지 진행되는 제20회 서울국제뉴미디어페스티벌을 빛내주실 관객구애단(관객심사단)을 모집합니다. 관객구애단은 영화제와 전시제의 경쟁부문 전 작품을 관람한 후, 그 중 우수한 작품을 선정하여 관객구애상을 시상합니다. 대안영화 및 탈장르 작품에 관심이 많으시고, 영상문화를 사랑하시는 분이라면 누구나 참여 가능합니다.■ 활동 내용- 제20회 서울국제뉴미디어페스티벌의 경쟁부문(영화제 및 전시제) 전 작품 관람 후, 심사회의를 거쳐 관객구애상 선정 및 시상- 구애작에 대한 작품 리뷰 작성 (리뷰 대상작은 추후 분배 예정)■ 지원방법- 온라인 지원서 접수: https://url.kr/BkEs6m■ 일정- 접수 기간 : 6월 2일(화) ~ 7월 17일(금)- 서류 합격자 발표: 7월 20일(월) *개별통지- 면접 인터뷰 : 7월 22일(수)~24일(금)- 최종 합격자 발표: 7월 27일(월)- 활동 기간 : 8월 20일(목)~28일(금)■ 지원 자격- 영화제 및 전시제 경쟁부문 전 작품 관람 가능하신 분- 대안영화와 뉴미디어아트 작품을 좋아하시는 분■ 활동 혜택- 구애위원 ID카드 및 게스트패키지 증정- 개막식 등 페스티벌 공식행사 초청- 메인 카탈로그에 관객구애위원 이름 기재- 영화제 및 전시제 무료입장- 관객구애단 활동인증서 발급- 네마프 공식홈페이지에 리뷰 게재■ 문의- program1@igong.org (전화문의는 받지 않습니다.)",https://www.wevity.com/upload/contest/20200604025843_5de25e59.jpg,제20회 서울
2020 월성과 함께하는 청년베이스캠프 멘토단 모집,"대외활동/서포터즈, 봉사활동",,월성종합사회복지관 / 청년베이스캠프,2020-07-01 ~ 2020-08-31,다양한 혜택,https://www.wevity.com/?c=find&s=1&gbn=view&ix=41701,"2020 월성과 함께하는 청년베이스캠프 멘토단 모집■ 지원자격- 청년문제에 관심이 있으며 취업 또는 사회 각 분야에서 활동 하고 있는 분 누구나■ 활동 내용- 청년베이스캠프 참여 청년과 멘토-멘티 관계 형성 후 진로상담, 정서지원 활동■ 활동 혜택(특전)- 소정의 활동비(멘토-멘티와의 만남 비용) 지급- 자원봉사활동 시간 인증 (멘티와의 직접 만남)- 위촉장 발행■ 모집 기간- 2020.07.01 ~ 2020.08.31 (상시 모집)■ 접수 방법- 방문, 전화, 이메일 접수■ 유의 사항(기타 사항)- 접수 후 담당자와 상담을 통하여 선정■ 문의 사항- 청년베이스캠프- ☎ 710-3350",https://www.wevity.com/upload/contest/20200602162736_2e9dc554.jpg,2020 월성
2020 민주공원 자원활동가 모집,"대외활동/서포터즈, 봉사활동",,부산민주항쟁기념사업회 / 민주공원,2020-06-01 ~ 2020-06-25,다양한 혜택,http://www.demopark.or.kr/Announcement/announcement_01.asp?board_cd=read&board_num=792&table_nm=board_notice,"2020 민주공원 자원활동가 모집코로나19로 집에만 계셨죠? 이젠 만나지 않고도 활동을 할 수 있는 방법으로 여러분과 함께 하고자 합니다.오프라인 모임은 최소로 진행하지만 개인과 소수로 진행하는 역사 탐방, 온라인으로 만나는 민주주의 현장등 다양한 활동을 함께 할 청소년, 대학생을 모집합니다.■ 모집기간 : 2020년 6월 25일(목) 24:00■ 활동 안내 모임(오프라인) : 2020년 6월 27일(토) 13시, 민주공원< 상황에 따라 온라인으로 대체 할 수 있습니다.>■ 활동기간 : 2020년 7월~12월■ 모집 대상 : 청소년(14세~19세), 대학생■ 신청 방법 : http://bit.ly/자원활동가■ 주요활동- 역사 탐방 및 캠프 참석, 진행- 민주화운동 관련 기념사업 및 학술 행사 지원- 민주공원 공연, 전시 및 문화 행사 진행- 활동 내용 민주공원 공식 블로그 게시■ 지원내용- 봉사활동시간(1365) 등록- 국내 역사 탐방 지원금 최대 70만원- 국내, 해외 체험프로그램 우선 지원- 민주시민교육에 필요한 전시, 공연 관람 지원- 블로그 활동시 소정의 활동비 지급- 사업회 기념품 제공- 80% 참석 시 수료증 발급■ 문의 : 051-790-7480(교육문화팀 교육 담당)■ 기타- 온라인 활동과 오프라인 활동으로 진행 될 예정입니다.- 역사, 민주주의, 친목, 인간관계에 관심 있는 분 대 환 영",https://www.wevity.com/upload/contest/20200529201523_5110cc9e.jpg,2020 민주
일회용 플라스틱 다이어트 챌린지 자원봉사 참가자 모집,"대외활동/서포터즈, 봉사활동",,한국로하스협회,2020-05-22 ~ 2020-07-10,다양한 혜택,http://www.lohaskorea.or.kr/,"일회용 플라스틱 다이어트 챌린지 자원봉사 참가자 모집■ 주최사 / 활동명- (사)한국로하스협회 / 일회용 플라스틱 다이어트 챌린지 자원봉사활동■ 활동내용- 일회용 플라스틱 심각성 홍보활동(개별 홍보활동, 활동 직접 기획)■ 모집 기간 : 2020. 5. 22 ~ 2020. 7. 10■ 모집 인원- 20팀(팀 지원 및 개별 지원 가능/ 개별 지원자는 팀 구성 해드립니다.)■ 모집 대상(+졸업생 가능여부)- 전국의 중, 고등학생, 대학생, 일반인■ 참가 비용 유/무 : 무■ 활동 지역- 전국 / 활동은 팀 거점지역에서(학교, 거주지역 주변)- 오프라인 모임은 서울 이대역 부근 모임공간에서 진행■ 활동 기간- 교육 및 워크숍 : 2020. 7. 11(토) / 7. 18(토)- 아이디어 토론회 : 2020. 8. 15(토)- 팀 홍보활동 : 2020. 8. 16 ~ 2020. 11. 6- 활동보고회 : 2020. 11. 7(토)- 시상식 및 사례발표회 : 2020. 11. 21(토)■ 활동 혜택- 상장 및 수료증- 자원봉사실적 입력- 소정의 활동비 지원■ 오프라인 모임 횟 수 (월 x회)- 5회(7월 2회, 8월 1회, 11월 2회)■ 지원하는 방법- 자원봉사 참가 신청서 작성 후 이메일 접수- 이메일 : info@lohaskorea.or.kr",https://www.wevity.com/upload/contest/20200523001344_a651642f.jpg,일회용 플라스
2020 고양시 시각장애인과 함께하는 소풍 단체 봉사단 모집,봉사활동,,고양시장애인종합복지관,2020-05-12 ~ 2020-11-20,다양한 혜택,https://www.wevity.com/?c=find&s=1&gbn=view&ix=41181,2020 고양시 시각장애인과 함께하는 소풍 단체 봉사단 모집,https://www.wevity.com/upload/contest/20200512193528_91f93e66.jpg,2020 고양
ACM SIGGRAPH 2020 대학생 자원봉사자 모집,"대외활동/서포터즈, 봉사활동",,ACM SIGGRAPH,2020-03-16 ~ 2020-07-25,다양한 혜택,https://sa2020.siggraph.org/submissions/student-volunteers,"ACM SIGGRAPH 2020 대학생 자원봉사자 모집ACM SIGGRAPH ASIA 2020, 시그래프 아시아 2020와 함께할 국내 학생 자원 봉사자(Student Volunteer, SV)들을 모집합니다.시그래프 아시아(ACM SIGGRAPH ASIA)는 매년 아시아 및 오세아니아 국가에서 주최하는 세계 최대의 컴퓨터 그래픽스 국제학회입니다.  올해 시그래프 아시아 2020는 2020년 11월 17일부터 20일까지 대한민국, 대구에서 개최됩니다.학생 자원 봉사자로 선정되는 경우, 학회 기간동안  전 세계에서 온 학생들과 함께 학회 내 전시/ 행사 진행을 돕게 됩니다.참가 학생들에게 업계 전문가의 포트폴리오 지도, 특별 세션 참여 기회 등 의 혜택이 있습니다. 지원서 에세이가 우수한 학생들에게 숙박이 무료로 제공됩니다.컴퓨터​ 그래픽스에 큰 꿈을 갖고 있는 전세계 학생들과 함께 일하며 새롭고 다양한 경험을 할 수 있는 기회입니다. 그래픽스, VR, AR에 관심있어하는 학생들께서는 이 기회를 놓치지 마세요.팀 리더 지원서 에세이 마감일: 05월 11일 23:59 GMC/UTCSV 프로덕션 지원서 에세이 마감일: 6월 20일 GMC/UTCSV 지원서 에세이 마감일: 7월 25일 23:59 GMC/UTC■ 모집대상 : 전세계 대학생 및 대학원생 (컴퓨터공학과, 미디어, 애니메이션학과 등 그래픽스 관련 분야 전공생)■ 문의사항은 sv_asia@siggraph.org​로 부탁드립니다. (공식언어 : 영어)Hello Students!On behalf of SIGGRAPH Asia 2020's Student Volunteer Program, I warmly invite you to participate at SIGGRAPH Asia 2020 as a Student Volunteer. The opportunity is open for all who wish to put on the Student Volunteer uniform for Asia's most innovative and prestigious conference on Computer Graphics and Interactive Techniques.Whether it's the way we are thinking, working, playing or creating, these are all impacted by the amazing advancements seen in the computer graphics industry. SIGGRAPH Asia has been able to introduce these cutting-edge developments to the world for the past years, and this year will be just the same!As a Student Volunteer, you are invited to volunteer 20 hours of service in support of a variety of conference venues such as Computer Animation Festival, Emerging Technologies and Technical Papers among others. Beyond supporting the Conference as a volunteer, you will have the opportunity to meet and learn from professionals, creators, educators and visionaries who help to turn dreams into reality. Additionally, the benefits you receive as Student Volunteers include a Full Conference pass to use during your free time, exclusive access to Student Volunteer special sessions and eligibility for complimentary accommodation in Daegu for the duration of the Conference.Please note that applications has opened and we ask that you check the eligibility criteria before you apply. Application deadlines are 25 July 2020, 23:59 UTC/GMT for Student Volunteers applications, and 11 May 2020, 23:59 UTC/GMT for Team Leader and SV Production Team applications. Applications are submitted using the 'Student Volunteer' option of the 'Make a New Submission' tab on SIGGRAPH Asia 2020's Submission Site at https://ssl.linklings.net/conferences/siggraphasia/.You are always welcome to contact me for any queries regarding the Student Volunteer Program at sv_asia@siggraph.org.My team and I are looking forward to welcoming you to Daegu and working together with you at SIGGRAPH Asia 2020!Student Volunteers ChairJuyeon HongBoeing, South Korea",https://www.wevity.com/upload/contest/20200320103035_881d956d.jpg,ACM SIG
2020 국제시민봉사회 Sci 신규 회원 모집,봉사활동,,국제시민봉사회 Sci,2020-03-17 ~ 2020-12-31,다양한 혜택,https://cafe.naver.com/scistudy,2020 국제시민봉사회 Sci 신규 회원 모집,https://www.wevity.com/upload/contest/20200318045300_0487b7f0.jpg,2020 국제
용산청소년문화의집 2020년 청소년 동아리 모집,"대외활동/서포터즈, 봉사활동",,용산청소년문화의집,2020-03-07 ~ 2020-12-12,다양한 혜택,https://www.wevity.com/?c=find&s=1&gbn=view&ix=39805,"용산청소년문화의집 2020년 청소년 동아리 모집동아리 활동을 하고 싶은데 장소가 없어서 못하는 청소년개성 넘치고 번뜩이는 패기로 넘치는 끼를 방출할 청소년들 이리이리 모여라용산청소년문화의집에서 청소년동아리를 모집하고 있으니 많은 신청 바랍니다 ^^■ 모집구분: 소속동아리, 동아리실 무료 이용(무료대관)■ 한눈 체크!! ^^[소속동아리모집 ]- 대상 : 용산구 거주 또는 관내 재학생 3인이상 청소년동아리 누구나!!(14~24세)- 모집분야 : 댄스, 음악, 코딩 등 모든 동아리!!!- 신청방법 : 용산꿈나무종합타운 홈페이지 참고!- 이용시간 : 2시간- 가입혜택 1. 청소년 축제, 외부공연 참여행사 정보제공  2. 우수동아리 전문교육, 청소년교류활동! 3. 자원봉사활동 확인서 발급  (단, 청소년문화의집 프로그램 참여시!!!)- 필수사항 : 청소년문화의집 기획활동 필수 참여!!  (발대식, 꿈나무축제 등 담당자 사전 연락 예정) [동아리실 무료 이용(일일 대관)]- 대상 : 역사, 토론, 수행평가 등 강의실이 필요한!           용산거주 또는 관내 재학생 3인 이상 누구나!!!(14~24세)- 모집분야 : 댄스, 음악, 코딩 등 모든 동아리!!!- 신청방법 : 사전신청 필수!(최소 2일전)                용산청소년문화의집 5층 사무실 방문 신청! (일정은 미리 확인 가능하니 아래번호로 연락주세요 ^6^)- 이용시간 : 2시간※ 주의사항^^- 정해진 시간을 지키고 다음 사람들이 편하게 이용할 수 있도록 마무리까지 깔끔하게 해주는 센스!!! (단, 안지켜질 시 이용 제한)■ 문의 : 용산청소년문화의집 동아리활동 담당 홍슬기 (☎ 070-4226-2759)",https://www.wevity.com/upload/contest/20200312170835_ada37993.jpg,용산청소년문화
